73.754425,171.50732
76.74872,151.52722
79.51855,132.15762
82.246254,113.39873
84.71174,95.31067
87.155495,77.5616
94.63033,172.86798
97.29164,153.30714
99.69276,134.19464
102.080666,115.66207
104.29988,97.774315
106.34011,80.33418
114.61731,174.29308
116.90115,154.97787
119.170715,136.23021
121.23369,118.02412
123.1272,100.374954
124.85927,83.132454
133.83104,175.67262
135.82956,156.63315
137.82933,138.21335
139.58867,120.30799
141.235,102.83686
142.84044,85.87941
152.41577,177.05226
154.26381,158.33252
155.9,140.16644
157.39339,122.46629
158.77188,105.40333
160.18661,88.6154
170.49467,178.50966
171.99033,160.0298
173.40102,142.06839
174.62749,124.57525
175.67865,107.67359
176.91737,91.18332
188.09944,179.99168
189.27727,161.68692
190.34586,143.95863
191.44966,126.6837
192.3728,109.9725
193.33168,93.62284
205.24538,181.5438
205.93312,163.40541
206.81572,145.80707
207.62564,128.78877
208.37137,112.32865
209.0559,96.23152
221.57567,182.92984
222.50761,165.2288
223.08253,147.7405
223.521,130.96278
223.70737,114.6744
224.3378,98.83945
