 66.86614 210.07812
 70.62845 189.0497 
 74.24118 168.8274 
 77.79651 149.58978
 81.17323 131.48543
 84.279655 114.03556 
 88.17372 211.55992
 91.45256 190.76028
 94.758766 170.70166 
 97.75933 151.71999
100.64858 133.7309 
103.30738 116.56402
108.67553 212.9709 
111.64    192.34637
114.45345 172.5991 
117.125305 153.83994 
119.479   136.15196
121.642815 119.19469 
128.61732 214.36958
131.13313 193.9059 
133.53416 174.4421 
135.59499 155.99513
137.55495 138.49211
139.36911 121.73617
147.95207 215.74254
150.08475 195.53796
151.88425 176.3597 
153.5736 158.1626
155.0499  140.83846
156.47977 124.35735
166.7727  217.17387
168.2814  197.22717
169.68512 178.28786
170.89857 160.30779
172.00612 143.24483
173.17639 126.75641
185.02696 218.69678
186.05084 198.93597
186.89816 180.25401
187.79266 162.41617
188.57256 145.47406
189.37976 129.26955
202.61128 220.23166
203.31534 200.72993
203.75122 182.22879
204.32565 164.57967
204.52707 147.78601
204.86458 131.84132
219.68527 221.7717 
220.29623 202.59634
220.33818 184.29686
220.3551  166.76012
220.05429 150.36334
220.09264 134.46301
