41.77003,217.60896
42.93373,197.87984
44.126453,178.49844
45.53297,159.41585
46.853573,140.58557
48.244354,122.3789
62.05752,216.81035
63.118374,197.51523
64.41456,178.41476
65.5379,159.54703
66.76396,141.32285
67.87298,123.37493
81.5865,216.07874
82.6971,196.79402
83.83144,178.23235
85.06976,159.62515
86.04488,141.70547
86.90823,124.34217
100.53239,214.99673
101.53241,196.39265
102.682144,177.72697
103.55922,159.82874
104.45698,142.46455
105.08317,125.35937
118.64693,214.12198
119.70845,195.55168
120.53118,177.57559
121.35563,160.14984
121.70098,142.95322
122.476326,126.34994
136.3825,213.22461
136.80968,195.2081
137.56204,177.47368
138.05103,160.3868
138.48897,143.53183
138.61754,127.26296
152.78566,212.38771
153.47287,194.53168
153.64029,177.40154
154.18706,160.51703
154.37871,144.28636
154.4911,128.17279
168.72728,211.52467
169.04279,194.28624
169.43504,177.36719
169.44849,160.75406
169.45811,144.68826
169.42474,129.09938
183.90704,210.75087
184.33366,193.80789
184.3016,177.38034
184.16043,161.20099
183.67465,145.46338
183.63753,130.11272
