137.4172,149.50435
138.40855,133.44463
139.20128,117.50237
140.14249,101.82142
141.03148,86.312454
141.7918,70.8035
153.48672,150.35037
154.25105,134.28136
155.10338,118.34114
155.82109,102.46398
156.59871,86.88693
157.4643,71.33275
169.46747,151.14471
170.30699,135.06052
170.8942,119.0157
171.63673,103.26648
172.4632,87.482864
173.28642,71.92633
185.5122,152.00179
186.30815,135.72607
186.97034,119.77964
187.6155,103.814354
188.41652,88.23401
189.10802,72.49976
201.83415,152.82068
202.52042,136.66588
203.24828,120.52734
203.70892,104.621414
204.432,88.74743
205.13269,73.13979
218.46877,153.86034
218.9636,137.52774
219.52347,121.43227
220.14227,105.37964
220.56697,89.51442
221.34465,73.57327
235.2831,154.79237
235.57771,138.49716
236.14586,122.21358
236.5774,106.02053
237.13992,89.996086
237.54807,74.22408
251.98099,155.7869
252.39372,139.3573
252.73967,122.88485
253.22795,106.66111
253.50513,90.681015
253.8054,74.77738
268.6344,156.64201
269.15863,140.2748
269.4899,123.68643
269.64084,107.52979
269.66644,91.57707
269.7824,75.724945
