46.88335,102.65005
47.282234,85.350876
47.40413,67.72535
47.604584,50.134483
48.209057,32.503857
48.56617,14.957009
65.43066,103.46742
65.59717,86.470505
65.81006,69.13077
66.10497,51.619347
66.38372,34.168453
66.681595,16.542704
83.14315,104.242836
83.493965,87.49486
83.7009,70.4926
83.91932,53.305206
84.28951,35.83222
84.510124,18.44952
100.13336,104.82444
100.560295,88.48509
100.93731,71.82861
101.324615,54.824383
101.544,37.715786
101.817635,20.460695
116.45233,105.4842
117.07005,89.41034
117.564186,73.05357
117.95314,56.438385
118.356285,39.556404
118.61483,22.492905
132.30026,106.11452
132.91779,90.323456
133.4834,74.189156
134.03586,57.82325
134.43694,41.28217
134.90225,24.426125
147.52371,106.586494
148.27211,91.05539
148.88757,75.30315
149.52356,59.179184
150.14035,42.796715
150.55534,26.259249
162.36537,107.18109
162.99202,91.708244
163.73228,76.22004
164.49509,60.42698
165.16444,44.424324
165.72546,28.090746
176.56082,107.59792
177.48428,92.48001
178.28337,77.19779
178.90279,61.578934
179.51701,45.851658
180.31671,29.95261
