71.82811,185.25328
75.2187,164.92026
78.29577,145.30449
81.3122,126.48415
84.15141,108.48153
86.72767,90.89197
92.82122,186.61557
95.72075,166.65285
98.55279,147.31586
101.18952,128.70374
103.55788,110.89344
105.8224,93.57927
113.04976,188.01842
115.584984,168.31168
118.00752,149.28703
120.32911,131.01155
122.392075,113.4186
124.33412,96.37081
132.46942,189.39384
134.62103,169.94595
136.75905,151.24094
138.65463,133.26175
140.43524,115.84691
142.10283,99.14928
151.24916,190.76071
153.21275,171.62804
154.91515,153.20773
156.4802,135.41628
157.90414,118.38204
159.33653,101.741325
169.56781,192.25539
171.04187,173.34933
172.48187,155.15959
173.73285,137.55186
174.76923,120.63734
176.04082,104.31161
187.35982,193.77655
188.46672,175.0718
189.49948,157.0768
190.53049,139.65388
191.42116,122.93889
192.34253,106.73659
204.58391,195.36418
205.35889,176.77884
206.25197,159.02327
206.73236,141.78743
207.39566,125.32585
207.897,109.34511
221.3967,196.87059
221.94397,178.63098
222.41743,160.9327
222.62123,144.0161
222.69817,127.70837
223.1616,111.992355
