133.93825,209.31563
135.36758,190.55794
136.58644,172.57213
137.86243,155.24129
139.05827,138.21509
140.26791,121.4758
151.76947,209.59312
152.83214,191.37512
154.0631,173.47298
154.99869,155.98454
156.07448,139.04782
156.98117,122.43348
169.44371,210.40764
170.38786,192.09262
171.24226,174.33865
172.16724,156.89372
172.8294,139.84663
173.61394,123.38784
186.74924,211.16891
187.50647,192.82391
188.41019,175.20891
188.94077,157.75177
189.5742,140.9021
190.32474,124.398186
204.3438,211.96101
204.77188,193.83026
205.41257,176.17506
205.74376,158.7658
206.34761,141.86934
206.71684,125.40413
221.58328,212.91556
222.06969,194.7959
222.44664,177.19145
222.55415,159.75838
222.84875,142.92401
223.3234,126.4268
238.8459,213.79803
239.27011,195.82227
239.40135,178.21422
239.50479,160.86096
239.53722,143.9747
239.67006,127.484665
255.83498,214.56007
256.2125,196.72247
256.39105,179.28754
256.3122,161.94228
256.2476,145.12184
256.18643,128.54707
272.50055,215.38098
272.80667,197.59875
272.9771,180.28323
272.7014,162.98253
272.4521,146.23483
272.4177,129.76494
